MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,target
12.6899,10.2,89.6507,11.393,5683.7,1233.5763,38.927,-117.7281,0.2219
5.3582,51.4,133.0316,23.5009,14450.7,187.5091,33.2256,-117.8109,4.6948
1.5549,30.1,47.1296,13.7562,16298.5,739.0309,32.9111,-118.42,3.897
4.3935,22.9,86.8026,10.0742,19509.6,20.7789,34.03,-115.3925,0.3333
5.2978,2.7,86.268,24.9479,23633.7,674.5517,41.7148,-118.3438,3.5033
7.8567,15.9,19.3153,30.1053,12052.5,914.5582,37.3599,-118.0297,3.2893
4.6117,24.0,77.8881,15.7791,28912.2,1135.1193,39.0826,-119.9183,1.8811
3.0961,46.7,57.593,13.5053,6995.7,956.4135,38.7198,-124.0868,3.1356
4.4861,40.8,136.7605,2.4719,22403.0,1210.2228,37.197,-119.0067,2.0147
2.6738,32.8,129.9683,17.3959,25639.8,191.9513,40.3888,-121.136,2.9475
7.6617,39.2,112.3854,18.2844,24320.5,1.5035,38.5958,-117.4993,3.9932
5.8459,36.5,125.4176,22.7189,30964.8,939.588,36.2114,-117.044,1.7596
7.1212,3.0,95.8273,5.9956,32105.8,219.2793,39.5643,-115.7911,1.4514
3.1471,27.7,65.9106,13.6258,5010.7,1027.6927,38.2932,-122.4857,1.3461
14.2988,35.9,105.1759,28.8991,28172.8,1032.4644,34.6309,-114.9063,2.799
13.572,30.2,15.5272,13.9914,9305.5,851.2389,41.1595,-122.4765,3.8433
10.9751,48.5,26.0659,32.2151,13884.9,1204.3459,34.1572,-114.8515,1.225
10.5717,18.5,86.6584,23.4904,3650.1,1069.9198,41.3814,-123.2836,3.5965
5.8539,2.3,91.9962,17.8389,34121.4,1180.6725,37.7972,-124.1931,1.7041
7.5726,35.7,117.2231,7.8947,6930.4,781.2267,33.669,-117.5687,2.6347
8.866,48.2,16.9494,16.5663,17280.5,58.9572,37.4477,-117.275,2.9726
4.4024,2.9,119.1535,7.4217,10977.2,404.8537,36.8091,-121.0693,1.7397
2.0547,38.2,52.5849,30.227,29172.0,592.0072,40.4997,-119.0838,1.305
6.6806,44.4,7.4521,32.7137,9484.9,1052.7153,39.1,-117.8911,0.6792
14.2806,41.4,5.9586,12.2692,16295.2,765.8068,41.4604,-123.125,3.0199
7.3569,4.1,104.2095,4.7713,17058.1,338.293,33.7612,-115.8692,2.7049
12.9186,18.8,23.937,4.9473,11808.9,1006.1074,40.1564,-120.0514,0.4331
5.2046,40.4,72.3573,27.0621,16050.7,550.1873,35.3503,-122.6674,2.5397
5.3994,18.2,105.379,22.9127,19317.8,422.6113,38.0761,-114.6661,4.0135
5.1012,37.3,87.463,6.3281,4601.9,1191.1455,41.1077,-114.635,4.0902
6.7076,17.9,20.1801,29.0432,31489.4,53.9681,40.0833,-120.6101,1.2634
9.8864,12.8,136.0472,4.7543,31306.7,1098.0456,40.3228,-116.3249,4.3622
1.504,1.3,48.8961,1.4701,7284.8,787.2875,37.7677,-122.5212,0.6368
4.8973,44.4,74.9432,13.2547,20926.4,1237.2416,37.1568,-119.3342,4.2742
14.8617,12.3,64.2647,21.8332,15739.7,1180.5239,38.592,-122.847,0.1809
5.8113,27.3,105.0897,5.9885,13162.6,260.5892,41.5613,-119.0707,4.0561
3.0067,28.7,116.0246,25.1979,6797.1,78.8714,34.4237,-122.9121,4.2297
0.6027,16.5,14.0479,13.0553,292.5,112.3424,34.8431,-121.7156,0.9267
10.9044,24.6,4.4134,5.8991,16831.4,645.2241,33.3595,-119.7715,3.9666
13.5478,25.5,46.2076,25.5279,12961.2,780.738,37.0929,-120.5457,4.3343
14.161,17.6,88.1624,17.5687,27672.7,832.9907,36.8081,-115.3175,2.8359
11.0786,21.0,78.4068,6.459,15685.2,150.9622,36.9511,-123.7142,3.4843
3.3757,41.1,103.618,31.5663,23386.9,1201.851,41.5425,-115.0521,1.7302
3.0019,30.4,80.8726,21.0737,26440.9,1096.1501,41.5298,-116.9926,4.0271
10.0301,30.8,91.2264,8.3018,19650.0,294.5181,34.1074,-117.7907,3.557
4.0456,30.5,127.0381,7.1855,19838.5,383.4994,36.4722,-119.4394,3.2763
11.1882,46.0,31.8382,27.6001,10344.3,1171.1306,37.9135,-121.7292,1.3814
12.2561,40.5,87.1199,24.7925,6441.6,555.9348,40.302,-115.7094,2.2782
3.2085,9.9,10.8464,2.2005,8797.5,1120.3989,36.9487,-119.0589,2.5638
2.1314,26.0,127.1594,11.3588,20681.8,694.4711,41.15,-121.91,0.8738
12.2787,39.4,14.8866,27.0937,14172.3,983.1035,40.6606,-118.8483,0.9903
13.3089,14.5,79.0882,20.796,33531.5,1100.2095,37.4203,-119.2706,2.9093
5.565,11.7,105.2633,24.1151,13282.5,639.8227,34.2776,-117.9502,2.0626
1.3828,43.7,106.7605,33.9872,27424.8,251.6973,35.1572,-121.3169,4.6243
9.8584,42.5,121.4957,19.6918,3909.2,83.2118,40.3991,-122.7134,1.1687
11.0554,46.8,123.2438,1.1006,5326.9,717.9274,39.8725,-117.0231,2.9964
5.5496,2.2,43.6632,16.4567,23328.3,913.9336,34.3547,-118.2047,1.1022
0.5712,22.2,67.2366,7.4295,21178.0,116.1676,41.6434,-122.8924,0.3848
2.6885,8.7,30.2009,4.314,24506.8,871.0375,36.8718,-119.6658,3.3519
1.2758,31.9,106.1144,3.3408,4024.4,501.0965,33.7586,-122.5357,0.7366
10.9642,23.8,102.8706,22.6564,33025.0,945.0367,41.3139,-122.3626,3.1714
11.0804,2.9,81.5784,14.8871,12038.0,666.9295,38.7538,-119.7784,4.4028
12.2633,40.6,15.6014,26.1195,10066.1,125.524,35.2167,-116.42,3.4628
9.5676,8.2,48.5052,0.625,23726.8,1220.9424,33.9527,-121.4714,0.7747
12.6799,31.2,99.7182,12.7034,34528.7,897.347,40.4411,-123.6872,3.7492
9.9998,42.1,31.2397,22.8329,21274.9,160.0006,39.0758,-119.3646,0.2329
1.9089,50.4,17.7178,9.6241,15126.0,446.8177,35.6137,-120.6684,1.6387
13.8983,11.8,4.8102,32.0966,31689.6,968.1114,32.7813,-114.4094,4.6614
6.6257,19.5,23.8193,8.1174,17659.0,75.6323,38.1772,-123.7324,3.6364
14.4779,23.0,122.4508,1.0851,8145.0,157.8626,35.188,-117.8231,4.5204
5.4647,14.3,122.7454,28.2589,24423.4,798.5158,34.6275,-117.2183,1.5345
4.1206,7.4,87.8137,30.9653,14472.3,617.5204,41.1427,-117.926,1.9375
13.4491,16.7,10.1419,15.2705,24160.1,1240.8939,36.0402,-120.0813,0.9865
4.0684,25.5,15.9953,28.5626,8962.0,540.2255,33.5804,-118.7784,3.8804
12.0603,27.2,6.4571,1.229,32523.3,985.5194,37.7517,-123.3422,2.0834
11.5699,5.6,23.8081,17.7493,19425.7,642.9509,40.1841,-117.6212,2.3216
2.6479,2.6,102.4188,33.1995,25131.9,576.5981,34.3795,-123.9238,2.3469
4.0743,24.6,33.2927,3.0193,1708.4,1082.0716,35.9381,-119.0218,1.4864
4.8534,41.9,25.6548,24.0851,887.5,702.9447,34.25,-119.0118,2.7114
5.6523,22.7,61.5144,8.8919,1062.1,150.4236,32.5914,-122.3524,3.4046
13.1464,11.2,57.7235,28.084,32808.3,546.8008,34.9322,-119.9578,2.0591
12.4363,5.0,83.4472,18.0305,29641.3,869.8884,37.0098,-124.0279,4.9021
6.3433,22.7,44.7637,11.4754,21029.1,939.0026,40.0219,-123.8422,3.0043
10.1648,7.3,36.5514,0.9929,23376.4,728.336,37.6579,-114.8976,0.4795
10.8661,39.6,121.881,21.6225,9620.5,4.4513,34.8858,-114.3353,0.469
11.8746,3.2,87.0277,17.2619,28825.6,370.5355,40.3515,-116.1,4.6569
6.2275,31.9,140.4484,21.8859,23124.0,247.5576,38.0949,-117.471,4.0963
6.0422,29.4,42.2296,14.1933,13632.5,124.4281,34.5752,-121.472,0.3882
7.4584,14.6,33.8718,6.2074,11503.0,228.1122,39.4749,-114.6409,3.3982
9.1293,30.7,129.4965,33.9239,15918.3,18.9077,39.2351,-115.2028,0.9509
6.7464,51.4,94.0394,1.2176,16674.7,641.3595,40.2544,-118.9229,0.9819
1.7908,3.8,23.3127,22.7792,981.7,998.84,38.4473,-123.3954,4.6648
14.0794,49.1,113.6053,8.266,24419.8,933.8203,37.9184,-118.3714,4.442
11.8106,23.9,21.6568,4.1074,34826.1,1196.7549,39.4183,-118.9535,3.1859
14.4864,48.3,72.6078,27.8389,30380.1,1206.6823,41.2732,-115.3726,1.625
2.5045,39.6,64.587,30.0272,12706.5,638.3449,41.264,-118.6163,2.2857
7.8493,23.3,2.6251,6.1527,28969.7,323.1559,32.9806,-119.588,2.4454
1.8586,44.0,119.6545,13.1596,3040.3,740.9063,33.401,-117.8446,0.5576
2.7885,46.4,96.0146,20.2511,28241.6,746.1519,36.5249,-115.2757,0.8796
11.03,21.0,133.9068,22.9451,30256.4,826.5279,33.0107,-123.9169,1.87
10.844,14.2,112.3773,26.9885,15113.9,441.3426,32.9542,-115.3181,3.2653
3.0669,15.5,126.9312,23.642,19918.6,414.8705,36.0912,-123.2756,4.6654
8.925,44.8,93.8011,21.9633,6486.8,795.9779,40.8657,-115.0507,3.5548
4.6041,32.1,55.0677,8.7196,9451.9,760.942,32.7811,-119.8013,1.6651
1.439,1.6,80.0214,3.7786,5081.5,1220.001,35.8859,-116.7191,4.1538
6.3961,28.7,18.6206,17.2855,20478.1,981.5606,34.629,-118.9824,2.7336
7.7762,32.3,125.0391,4.9679,9227.1,596.5652,41.8615,-116.7909,2.3091
8.8484,22.7,88.8144,2.4695,10703.1,267.1764,40.3474,-118.4616,3.8199
11.0092,19.2,107.4487,20.5635,29076.5,1241.5642,40.7562,-117.1741,0.6736
3.5935,37.7,127.0269,11.8599,35004.5,55.1063,34.935,-118.7648,0.6078
5.3205,43.3,4.0901,5.9164,32343.5,346.6617,35.3826,-122.8978,0.7542
1.9117,17.2,5.4476,6.8502,10319.7,35.8007,37.8775,-120.3133,0.4564
11.4563,25.7,129.438,25.5514,27561.5,158.2285,34.9743,-118.9461,3.8021
9.6421,28.9,135.7604,24.9428,30911.7,574.448,37.7263,-123.3771,0.5362
4.4276,27.4,141.2344,26.8927,29963.9,774.2924,41.1889,-118.059,4.7438
8.4158,32.4,76.8611,27.4828,8886.2,1212.5819,36.2647,-118.1398,2.2857
13.9895,20.4,45.0102,30.4437,3224.7,423.5417,34.9981,-121.2019,3.3505
2.1044,32.3,102.7836,23.2571,2093.4,854.9461,37.0357,-120.7224,3.5304
6.0316,36.4,50.4927,2.7047,2807.6,849.1224,33.1222,-115.9915,2.7584
11.6837,42.2,30.1862,10.9375,14659.6,882.1649,33.7234,-119.1827,1.4105
5.8996,3.8,69.4081,1.9884,21200.5,810.0554,35.3737,-122.9857,2.7222
8.9153,10.1,42.3284,13.0276,13384.2,1075.8021,39.9317,-116.9148,2.8502
6.8062,26.4,8.0453,26.9569,9355.6,18.5282,39.9786,-121.2301,2.2044
5.7807,39.6,48.8943,30.4417,20383.2,973.0767,35.4432,-121.1479,1.2206
11.8283,42.1,5.0708,4.7451,30581.2,459.8823,40.0579,-115.5561,3.9489
12.8872,10.4,59.9996,23.9682,1936.5,493.3848,35.683,-118.2433,1.2602
1.2786,36.4,96.1452,5.7373,6665.6,218.0376,35.3076,-114.6787,4.0212
6.7086,45.9,98.7775,16.321,14318.7,949.8295,38.3109,-120.433,0.6527
3.0647,37.2,15.078,12.8985,34697.7,626.1859,41.5411,-118.9946,2.6578
6.1296,4.1,108.1535,33.3759,538.7,590.4287,37.3981,-120.3733,3.5982
14.8787,7.5,124.2338,6.1633,21250.7,1170.9693,36.7189,-116.4626,0.2161
12.1278,23.8,141.085,14.1144,9390.9,204.6196,40.1808,-123.5856,3.6927
13.8331,3.7,75.5026,8.05,27109.1,595.5689,34.6853,-120.879,3.0054
6.0951,39.4,7.7764,19.0256,34743.7,790.4598,36.0075,-121.6921,2.6432
4.9916,7.3,79.5506,25.6748,17966.0,1092.5356,35.9467,-116.7957,4.7576
1.1837,35.5,61.4795,10.6377,13112.4,811.1486,35.7257,-122.8878,1.1045
13.2608,6.7,134.075,5.5315,25439.5,556.7085,39.7834,-118.1776,3.7219
14.6687,35.8,88.4693,27.8483,3031.0,545.4489,39.8191,-116.6779,1.328
4.7553,33.7,105.5846,16.8385,1098.5,1078.8167,37.7634,-120.5397,0.9731
1.5553,25.2,101.6331,22.4315,2171.5,1052.9512,38.2494,-120.4643,1.3476
1.1047,17.8,90.5196,1.4502,21727.3,985.8875,34.7,-117.1294,2.5898
2.6,32.8,33.3277,28.9338,31439.6,15.3722,40.6123,-115.6832,3.971
11.2344,27.2,101.7654,13.7025,16920.9,356.8377,41.0561,-115.8907,1.8249
2.9976,14.0,130.1757,32.569,9338.5,531.9155,40.3113,-122.2389,2.7451
5.7437,4.4,85.9299,7.6665,25141.6,687.2126,32.6865,-117.4601,3.8149
12.1066,35.1,34.9461,20.4308,5250.8,567.9469,37.267,-117.7129,4.3895
11.1624,42.0,81.0169,14.6892,20922.5,640.0189,33.9986,-115.4473,3.4994
1.3834,51.7,45.3133,19.8579,4742.8,596.3386,35.1206,-119.8379,0.817
5.9642,2.9,13.6164,24.9231,21346.8,929.8107,36.1284,-121.8136,1.4488
13.6161,43.4,92.4015,20.3173,5809.2,293.2893,37.885,-123.3138,4.8826
14.7873,34.6,71.4457,13.5526,29149.6,1173.3712,37.8715,-114.4766,2.6578
7.9629,3.5,82.4506,31.5099,5989.3,151.2067,40.2206,-124.2004,1.2656
13.39,1.8,98.4556,13.3516,15486.6,143.1144,41.1035,-119.2505,3.2122
10.2364,29.5,114.0072,16.5538,13783.4,14.6126,33.3268,-121.3835,1.9575
12.0545,15.7,130.2432,8.2667,19734.6,1154.551,38.6553,-117.9128,0.5625
7.8999,3.4,68.9966,14.5393,26800.6,1064.6564,38.5767,-122.3923,1.6503
13.0621,31.0,118.2369,26.9882,1247.1,247.4233,39.8148,-124.1803,4.2012
6.362,10.3,53.1412,27.8477,33664.7,1184.3007,38.0762,-119.9571,0.5115
0.7834,36.1,62.42,33.1403,23852.3,525.1857,33.406,-124.2191,3.2894
13.784,16.3,13.1937,3.3766,29999.2,1234.7776,34.6553,-121.5168,4.0676
8.354,6.1,87.5293,31.4516,21106.5,960.5374,36.9574,-119.1012,0.223
11.7086,39.8,61.5724,18.8274,10499.8,175.6869,37.5677,-118.6526,3.1659
2.8099,32.0,111.5941,18.1432,19267.4,694.1205,37.4336,-117.9718,0.7238
8.1725,35.8,91.2942,26.7008,2595.0,38.7581,40.0948,-120.0453,1.9107
12.7364,30.0,127.358,1.1186,21221.4,157.8892,41.4162,-123.0177,4.4237
11.578,19.3,120.6622,21.622,20600.9,1033.3698,34.2975,-124.2025,4.8922
8.5228,1.3,133.9544,30.6057,13152.3,173.6657,33.2254,-119.7217,1.7777
5.0581,49.8,65.8944,15.7464,25194.7,834.457,33.8383,-121.3701,3.0703
11.8688,5.9,95.8221,28.4957,19677.3,349.0404,38.2665,-118.4041,4.7088
6.8183,10.0,20.8547,32.1477,11929.3,730.9086,36.7677,-116.2059,4.426
13.7445,14.5,104.0558,9.3184,4708.7,1023.7648,35.8016,-121.4018,2.5076
12.6076,17.3,110.8319,4.5954,30149.0,176.5682,40.4873,-120.6636,4.1779
10.7994,1.9,104.4653,2.4681,14249.6,1150.5555,40.9947,-120.2335,4.7606
7.1607,11.8,20.1642,28.9286,16772.2,221.4143,34.0734,-118.7277,1.7413
10.9562,41.2,1.7125,3.3315,18562.2,1175.3823,40.2263,-122.515,3.4909
10.8976,13.3,20.1976,14.4902,13899.5,1161.2665,41.2367,-116.3698,1.9597
7.4813,4.0,50.5168,19.3073,24907.5,1179.6961,33.4007,-118.5834,4.8774
9.3511,44.0,125.8245,4.0147,29127.1,107.7728,34.2896,-123.5381,4.4185
11.2861,12.6,116.1069,27.1177,1902.6,708.3882,34.4183,-124.0204,0.4938
6.7377,17.0,3.0721,32.6185,9152.0,871.3595,41.8368,-123.4803,2.5953
11.8855,29.7,47.1065,10.217,28929.0,175.7149,37.8801,-119.648,3.0265
8.8097,45.1,59.0684,4.767,9175.7,1189.3372,39.748,-120.1993,3.7036
14.4104,41.4,73.5171,5.0958,16919.7,1000.7337,40.1709,-123.5203,4.5232
11.0176,4.6,37.3264,1.8619,12554.7,698.4079,38.2874,-122.1233,1.0384
7.2899,16.1,137.7886,26.7711,25990.6,544.7804,37.471,-115.5017,1.3235
13.1347,8.7,75.6685,14.016,9743.7,678.7614,32.9062,-120.0402,1.0897
8.4453,51.5,141.4006,30.3922,33218.3,626.2099,37.6888,-114.6346,1.6919
3.8038,48.0,113.4091,21.6072,30323.4,505.0679,33.8376,-123.8738,1.7699
6.96,23.7,39.9871,2.0211,12851.2,770.971,35.8565,-120.6932,2.0758
3.4869,10.3,117.1935,20.3738,19299.7,414.87,39.7449,-123.2743,2.5429
10.6476,38.3,94.851,20.577,31738.9,124.6183,33.3242,-123.3448,3.9277
14.1504,5.8,139.9669,0.9743,11724.8,367.1842,41.4083,-117.5029,0.4118
10.6891,9.6,4.3524,24.5245,13238.1,291.229,40.2334,-114.991,3.5384
1.7058,10.0,1.0916,3.1201,4828.0,544.64,35.4924,-116.3794,2.8946
13.1429,4.0,23.2493,14.4225,28990.6,1142.6424,33.2828,-123.2356,1.1908
10.9324,10.3,124.7817,32.9435,23361.2,853.6302,34.9831,-117.9875,3.1455
0.9639,15.4,135.6809,16.9406,27296.9,875.7378,40.487,-119.6945,2.8211
13.9959,37.1,84.1151,12.6842,1003.8,287.2423,39.6069,-123.6897,0.1972
6.1937,49.8,88.6455,33.0522,27577.9,15.8562,39.0332,-118.5371,0.1646
5.549,48.8,124.7506,14.7845,18073.8,868.9595,39.6946,-123.7033,2.7824
9.5895,47.4,135.6175,33.749,12020.1,765.3779,40.9328,-114.7132,1.892
11.5195,13.4,53.6684,19.4634,5230.3,449.713,33.2049,-123.7544,4.8242
8.7562,30.5,91.7573,13.7512,15290.5,1136.4719,40.2962,-123.7598,2.8017
10.8984,25.4,7.2121,23.7945,8624.3,595.8922,35.053,-117.5206,3.6258
14.368,34.8,81.3519,10.0801,20734.4,1197.5762,36.0685,-122.0907,0.1635
7.6163,20.2,120.4925,5.6331,11709.0,271.5435,38.4954,-116.0324,0.5035
3.5815,20.4,36.9441,30.657,6555.3,132.1214,37.5954,-122.5049,0.4466
3.2082,49.3,99.9761,5.3725,28163.6,383.0693,40.5951,-123.6498,3.7256
0.9633,3.0,127.1098,14.56,24149.4,443.2805,32.5929,-116.6764,2.7739
13.7461,27.0,35.2353,5.4405,32215.9,110.5223,36.2342,-122.1418,0.81
13.949,15.4,96.5779,32.6424,32953.6,568.0031,39.6374,-114.3499,2.8489
14.7393,24.0,121.7809,29.3701,3133.0,738.0963,38.1257,-120.0981,0.9623
1.1732,49.6,34.854,22.9708,31482.8,991.496,40.8654,-122.9297,1.9447
8.0496,5.0,66.0879,15.964,883.0,741.1018,32.5503,-119.883,0.5905
5.4917,9.3,101.5595,18.9117,6458.5,536.8259,41.5495,-123.3563,4.007
11.0206,9.7,50.6773,31.0464,28035.1,649.6637,41.1018,-117.0932,3.479
8.7004,23.1,109.8879,17.3057,7546.8,462.2418,37.7177,-123.5312,3.0044
5.0377,39.2,98.2587,16.2028,25120.2,117.7422,37.7721,-123.9037,0.3942
14.89,18.3,34.2993,18.3802,28842.2,751.0878,34.5721,-118.8532,1.9709
14.1678,26.9,82.9875,30.6695,28678.4,343.7965,41.5872,-121.2276,0.4091
1.8916,27.2,24.6883,25.7697,5801.3,67.7607,37.7268,-118.175,2.7528
9.5664,43.8,33.2152,22.6823,5550.6,313.7881,35.1506,-119.4578,1.502
3.5656,7.7,106.5772,18.0401,3917.2,524.4133,41.5123,-120.7366,3.0719
3.3461,1.5,18.8285,21.4952,468.5,45.5688,34.4959,-123.8409,4.695
10.5902,12.2,19.4862,24.5195,17772.1,1057.5385,33.7369,-115.5569,1.3319
10.9089,3.1,110.4576,4.7379,3340.3,417.5524,32.9826,-121.8052,1.1057
10.3916,43.1,49.5308,27.0874,8238.0,1029.8156,36.8396,-120.7772,4.53
1.8913,28.4,19.6015,2.7268,820.7,201.8723,38.1692,-120.1763,4.4348
10.4439,38.9,67.1774,13.0878,21700.1,1070.1067,34.0373,-116.8293,2.7248
2.2303,41.0,38.1512,28.744,26472.3,1021.1186,33.1693,-120.4635,0.9367
8.7286,41.9,29.6061,4.3287,17373.2,623.361,35.9925,-118.7559,1.9376
12.698,43.9,128.8542,15.8674,26874.4,1107.7887,36.1456,-117.3177,4.6598
1.7196,27.1,56.4746,12.5328,10820.8,357.2528,39.7205,-121.7925,3.3317
6.8941,23.0,139.0392,23.4371,21576.6,235.0078,34.6546,-120.165,0.1914
9.8847,20.2,64.9144,4.6985,6030.7,168.0607,40.8402,-123.1706,1.5833
2.6294,12.0,58.9008,4.9674,29571.9,427.565,38.6993,-117.3679,1.4428
2.6939,35.6,120.7862,21.7965,34075.0,664.0124,37.1791,-114.4473,4.7593
9.4566,38.7,132.08,5.3073,8569.6,387.3187,40.2624,-123.5003,3.0638
10.3991,14.4,29.3228,11.7623,8545.3,167.1763,41.6272,-114.4172,4.7441
14.6246,10.5,52.5177,2.2735,18971.0,280.1757,34.9936,-122.3188,4.1039
12.2293,13.3,12.0868,28.4845,30270.9,658.049,36.3573,-120.5964,3.636
5.862,24.8,103.542,31.2405,20115.8,334.4171,35.6531,-119.7965,2.9961
13.4763,41.7,38.7966,26.3803,32167.2,790.6708,41.4512,-120.7307,1.3137
5.8754,25.1,121.786,13.5907,33227.0,739.6224,37.2713,-114.6888,0.4584
3.525,15.3,12.1422,11.9115,13202.1,666.1069,41.0867,-118.6002,4.6377
14.0843,47.8,44.1646,3.2835,12194.2,945.6156,38.1478,-121.1061,4.7088
8.8479,21.3,119.9533,6.4614,30453.2,298.3385,36.8046,-114.5024,0.813
5.8352,37.6,140.1104,9.2946,13732.5,1160.2287,35.2305,-114.3331,4.7752
9.9346,30.8,35.9168,30.6036,33575.5,1015.4025,35.3724,-121.17,1.6484
10.9167,3.8,80.8299,7.7532,27487.2,281.5334,41.5835,-117.5161,0.2376
8.2453,36.0,18.1873,32.0505,29329.4,1143.6113,33.8771,-123.1427,1.9365
8.4603,5.7,132.3938,9.8059,5583.9,451.4553,41.6626,-121.5452,4.4969
6.7777,47.2,113.3692,9.0944,30121.1,809.011,38.9267,-123.862,2.5615
9.8208,9.3,92.318,27.8574,906.2,658.0922,40.0363,-115.5619,4.1287
3.7272,23.7,64.823,19.8083,14285.5,403.1982,34.3119,-119.651,0.6907
13.7099,33.9,7.5718,26.0801,24987.8,1013.8033,40.1966,-114.9884,0.455
13.9498,19.7,92.455,22.5405,1631.0,32.1502,33.9702,-115.7524,1.0142
2.3563,16.8,46.0582,22.685,33732.6,149.7013,32.7891,-121.3267,4.8431
10.5383,7.3,130.4129,26.0758,18880.3,780.5044,33.3572,-114.3757,4.5559
3.3777,11.1,88.701,12.1749,5503.8,964.4386,34.1963,-117.1127,3.0645
3.2041,38.0,121.6027,26.7853,12275.5,894.3178,41.6334,-120.8134,4.4823
10.0595,11.9,34.0595,6.0312,22835.3,958.5888,36.7058,-117.3289,1.072
8.0721,32.0,1.2007,12.5975,16903.5,862.4518,40.9563,-116.0008,3.942
3.7698,12.6,61.1391,17.4455,34682.7,584.1622,33.4023,-123.8585,4.8842
1.1606,10.6,86.5452,26.9142,4312.8,629.0513,34.0305,-115.7805,1.9985
1.9307,26.1,22.9763,3.6965,23009.0,1183.8699,41.7664,-122.1185,4.8193
10.3277,33.2,26.7685,3.3545,30652.3,828.5624,40.4615,-119.9852,3.5811
4.301,44.8,110.8105,16.4738,11574.1,937.332,33.7729,-122.2434,4.8538
3.642,36.2,22.5248,32.4601,32814.9,632.3963,38.5129,-116.776,1.5664
14.9585,18.7,140.5459,29.2811,20199.9,892.1039,38.7977,-117.4693,4.3221
3.0903,49.9,58.0684,13.0509,29297.3,768.5576,41.8847,-122.2309,3.332
13.5532,13.4,127.3998,26.9966,17085.7,993.2338,33.1674,-117.8465,2.7281
4.4376,35.9,70.2913,3.8572,8434.5,604.0748,35.5066,-115.748,4.7564
11.6965,34.3,46.6458,0.7872,23550.8,273.7621,36.1663,-120.321,0.4281
11.8759,34.9,33.2997,28.2725,16898.0,454.7196,33.1353,-117.0158,3.9852
1.153,17.2,81.1266,27.2978,33426.5,820.445,36.0056,-120.0517,3.6438
1.5443,29.9,130.3902,11.8765,15283.1,21.6993,41.3228,-123.4331,3.6463
9.0902,11.8,46.2346,18.7899,12767.3,230.4079,37.0301,-124.3447,0.8149
4.1775,23.2,23.3039,0.833,22222.1,810.9273,33.4442,-117.0312,0.5856
4.9585,49.0,81.5347,25.699,15344.8,1177.0164,36.3373,-119.0089,3.2892
6.3868,29.9,74.7217,7.605,5889.1,610.2664,37.0932,-123.5478,3.0694
11.6721,7.7,92.8716,23.1028,1013.4,1192.5605,39.0842,-114.6731,2.7436
7.3897,28.8,50.6555,28.6939,33397.5,1169.6472,38.9853,-115.3129,3.5367
4.9771,6.9,13.9199,26.3086,11734.8,234.7737,41.5154,-117.602,3.9603
9.7355,10.3,18.5687,1.8713,4322.0,86.7467,40.4648,-116.5731,2.5085
5.983,51.7,80.3324,15.7186,32886.9,597.0801,39.2302,-124.338,2.1912
8.6383,21.2,44.5644,22.78,15532.6,498.8814,37.9262,-118.3954,4.6283
13.3298,5.5,116.0048,13.3421,12403.5,858.8898,32.8578,-115.7367,0.3102
6.3972,19.0,99.4936,16.1966,1345.8,919.1436,41.7152,-118.6769,3.1398
14.4618,23.5,16.4863,21.7546,23197.0,171.3706,39.0888,-122.1137,1.1486
10.5735,31.3,102.3093,6.3778,12482.3,201.3913,34.056,-120.1982,1.1509
4.8458,51.4,121.2335,21.0491,32690.9,772.0773,37.8058,-118.628,1.7767
6.2053,48.1,59.3252,14.9942,10654.5,411.2677,35.0028,-115.3027,4.6282
11.3073,16.7,37.2674,2.7928,31995.9,761.1692,36.2619,-115.0328,3.0071
11.4182,13.4,100.4313,29.2696,9842.8,560.9844,34.6706,-115.5056,4.4038
4.325,27.8,96.2514,22.5101,20031.7,182.2449,32.9893,-121.055,2.1876
9.2789,25.3,132.7668,33.6762,23872.5,663.2391,39.7908,-119.1053,4.3119
4.4093,13.7,15.5988,0.5991,31907.7,710.2461,33.7547,-117.4096,0.7084
7.4417,3.2,47.0494,30.6703,18505.1,240.1671,38.4711,-116.4749,1.9471
7.353,30.9,122.0533,4.5698,8724.2,54.0126,35.1573,-120.0043,1.6263
13.9691,8.6,87.0812,19.4462,29365.4,176.443,39.478,-120.7781,0.8113
2.1646,38.4,66.0213,29.2948,30841.0,657.7546,38.1381,-122.4392,2.9744
9.6061,43.8,136.8054,19.0684,15353.7,1002.4622,41.2226,-118.2308,4.7303
4.2858,19.4,43.0368,9.0813,11679.2,482.693,33.3365,-122.1129,2.7789
5.8793,46.1,42.7942,6.5236,29574.2,196.4944,38.8517,-122.9873,4.3112
3.3261,24.3,26.8004,14.0479,23409.3,23.948,34.723,-119.8243,2.9603
7.8143,36.4,113.8604,13.6993,29315.2,1033.5663,32.8474,-116.4036,4.9446
9.9413,37.2,127.4136,19.5308,10013.8,936.725,41.5667,-122.814,4.0529
1.8002,34.8,69.6599,30.3339,2301.1,328.1206,41.8893,-121.3169,4.2311
1.3475,12.6,112.866,28.4933,33799.9,203.6995,40.2098,-118.2306,1.5096
6.1672,10.2,106.9013,24.9546,26901.1,943.5754,34.4123,-123.0099,4.971
9.5423,12.9,20.2036,4.8661,14320.0,1232.7756,34.5681,-115.5367,1.2642
3.6822,13.9,67.004,2.6149,24702.1,833.6658,36.5654,-119.7688,4.6742
